id,name,county,state_code,state,type,latitude,longitude,area_code,population,households,median_income,land_area,water_area,time_zone
678,Bayonne,Hudson County,NJ,New Jersey,City,40.66871,-74.11431,551,66311,25474,54413,15077580,13644570,America/New York
679,Brick,Ocean County,NJ,New Jersey,Township,40.06177,-74.10956,848,75012,29942,70647,66368874,17074575,America/New York
680,Camden,Camden County,NJ,New Jersey,City,39.92595,-75.11962,856,76119,24981,25042,23098745,3683834,America/New York
681,Cherry Hill,Camden County,NJ,New Jersey,Township,39.90461,-74.997,856,71340,26067,92185,62351899,316423,America/New York
682,Clifton,Passaic County,NJ,New Jersey,City,40.85843,-74.16376,973,86334,29065,67992,29192132,405972,America/New York
683,East Orange,Essex County,NJ,New Jersey,City,40.76732,-74.20487,973,64949,25526,36921,10172408,0,America/New York
684,Edison,Middlesex County,NJ,New Jersey,Township,40.50399,-74.34941,848,102701,35198,90515,77862691,1630832,America/New York
685,Elizabeth,Union County,NJ,New Jersey,City,40.66399,-74.2107,908,129007,39433,43568,31905474,3459587,America/New York
686,Franklin,Somerset County,NJ,New Jersey,Township,40.47687,-74.55045,848,66158,23632,90949,119580825,1850879,America/New York
687,Gloucester,Camden County,NJ,New Jersey,Township,39.79219,-75.03606,856,63939,23354,71963,59452907,882737,America/New York
688,Hamilton,Mercer County,NJ,New Jersey,Township,40.20627,-74.67527,609,89030,33496,70996,102028629,2407916,America/New York
689,Hoboken,Hudson County,NJ,New Jersey,City,40.74399,-74.03236,551,53635,24579,114381,3238025,1942200,America/New York
690,Howell,Monmouth County,NJ,New Jersey,Township,40.18205,-74.19852,848,52104,17638,93733,156847674,1689058,America/New York
691,Irvington,Essex County,NJ,New Jersey,Township,40.72386,-74.23252,973,54580,20062,36782,7547773,5417,America/New York
692,Jackson,Ocean County,NJ,New Jersey,Township,40.0908,-74.36126,848,56416,20131,84871,256852907,3574864,America/New York
693,Jersey City,Hudson County,NJ,New Jersey,City,40.72816,-74.07764,551,264290,99058,59537,38318201,16417392,America/New York
694,Lakewood,Ocean County,NJ,New Jersey,CDP,40.09789,-74.21764,848,51944,10395,37976,18335789,634460,America/New York
695,Lakewood (Township),Ocean County,NJ,New Jersey,Township,40.07706,-74.20037,848,99262,24256,40983,63922604,1031279,America/New York
696,Middletown,Monmouth County,NJ,New Jersey,Township,40.40709,-74.06984,848,66024,23674,102474,106062802,46023393,America/New York
697,Newark,Essex County,NJ,New Jersey,City,40.73566,-74.17237,973,281944,92675,33139,62531085,4509710,America/New York
698,New Brunswick,Middlesex County,NJ,New Jersey,City,40.48622,-74.45182,848,57035,14329,38435,13552822,1348697,America/New York
699,North Bergen,Hudson County,NJ,New Jersey,Township,40.79416,-74.02495,551,62993,21676,55222,13301694,1128246,America/New York
700,Old Bridge (Township),Middlesex County,NJ,New Jersey,Township,40.40463,-74.30854,848,67215,24033,83750,98889327,7111492,America/New York
701,Parsippany-Troy Hills,Morris County,NJ,New Jersey,Township,40.85964,-74.42335,973,53641,19745,89385,60892028,4762327,America/New York
702,Passaic,Passaic County,NJ,New Jersey,City,40.85677,-74.12848,973,71085,19802,31832,8114285,279802,America/New York
703,Paterson,Passaic County,NJ,New Jersey,City,40.91677,-74.17181,973,147754,43037,32915,21790122,762701,America/New York
704,Perth Amboy,Middlesex County,NJ,New Jersey,City,40.50677,-74.26542,848,52682,16269,44024,12174994,3168582,America/New York
705,Piscataway,Middlesex County,NJ,New Jersey,Township,40.54564,-74.46082,848,58069,16609,88494,48653949,454126,America/New York
706,Plainfield,Union County,NJ,New Jersey,City,40.63371,-74.40737,908,51217,14898,54500,15434485,24155,America/New York
707,Toms River,Ocean County,NJ,New Jersey,CDP,39.95373,-74.19792,848,89459,33222,72196,101105740,4623453,America/New York
708,Toms River (Township),Ocean County,NJ,New Jersey,Township,39.99426,-74.16615,848,90817,34605,71960,105099011,31878165,America/New York
709,Trenton,Mercer County,NJ,New Jersey,City,40.21705,-74.74294,609,84225,27844,34257,19589280,1659888,America/New York
710,Union,Union County,NJ,New Jersey,Township,40.69527,-74.26908,908,58128,20522,75742,23441475,81707,America/New York
711,Union City,Hudson County,NJ,New Jersey,City,40.77955,-74.02375,551,69156,23029,41107,3333346,0,America/New York
712,Vineland,Cumberland County,NJ,New Jersey,City,39.48623,-75.02573,856,60818,20825,49453,177137138,1541990,America/New York
713,Wayne,Passaic County,NJ,New Jersey,Township,40.94585,-74.24508,973,55210,18102,106357,61465114,3647990,America/New York
714,West New York,Hudson County,NJ,New Jersey,Town,40.78788,-74.01431,551,53366,19161,45370,2575149,864403,America/New York
715,Woodbridge (Township),Middlesex County,NJ,New Jersey,Township,40.56073,-74.2927,848,102105,33375,79720,60235960,3515266,America/New York
716,Albuquerque,Bernalillo County,NM,New Mexico,City,35.08449,-106.65114,505,559121,222098,47030,487357375,4655624,America/Denver
717,Las Cruces,Do̱a Ana County,NM,New Mexico,City,32.31232,-106.77834,575,101643,38925,41330,199270395,250842,America/Denver
718,Rio Rancho,Sandoval County/Bernalillo County,NM,New Mexico,City,35.28507,-106.69887,505,94171,32511,60893,267988009,828097,America/Denver
719,Santa Fe,Santa Fe County,NM,New Mexico,City,35.68698,-105.9378,505,84099,35592,50737,135094735,484399,America/Denver
720,Carson City,Carson City,NV,Nevada,Other,39.1638,-119.7674,775,54521,21594,47668,374669606,32587484,America/Los Angeles
721,Enterprise,Clark County,NV,Nevada,CDP,36.02525,-115.24194,702,124564,43699,68137,120207609,0,America/Los Angeles
722,Henderson,Clark County,NV,Nevada,City,36.0397,-114.98194,702,285667,104492,63120,271160947,1272345,America/Los Angeles
723,Las Vegas,Clark County,NV,Nevada,City,36.17497,-115.13722,702,623747,215614,50202,348034258,133982,America/Los Angeles
724,North Las Vegas,Clark County,NV,Nevada,City,36.19886,-115.1175,702,234807,68686,52511,253858818,112001,America/Los Angeles
725,Paradise,Clark County,NV,Nevada,CDP,36.09719,-115.14666,702,223182,88401,43911,121034884,0,America/Los Angeles
726,Reno,Washoe County,NV,Nevada,City,39.52963,-119.8138,775,241445,92283,47012,277887963,7380237,America/Los Angeles
727,Sparks,Washoe County,NV,Nevada,City,39.53491,-119.75269,775,96094,34986,52795,93677383,435342,America/Los Angeles
728,Spring Valley,Clark County,NV,Nevada,CDP,36.10803,-115.245,702,183937,70748,50192,86125947,0,America/Los Angeles
729,Sunrise Manor,Clark County,NV,Nevada,CDP,36.21108,-115.07306,702,187647,60366,39586,86444651,0,America/Los Angeles
730,Albany,Albany County,NY,New York,City,42.65258,-73.75623,518,98469,40283,40949,55395227,1418568,America/New York
731,Amherst,Erie County,NY,New York,Town,43.01164,-78.75715,716,125109,49558,68294,137777476,1003270,America/New York
732,Babylon (Town),Suffolk County,NY,New York,Town,40.64092,-73.31669,631,213776,68789,80327,135481314,160302131,America/New York
733,Brentwood,Suffolk County,NY,New York,CDP,40.78121,-73.24623,631,59436,13786,70139,28403434,0,America/New York
734,Brookhaven,Suffolk County,NY,New York,Town,40.85745,-72.95984,631,489278,161116,87040,671934794,704749682,America/New York
735,Brooklyn,Kings County,NY,New York,Borough,40.62472,-73.95222,347,2636735,880727,32135,180000000,70000000,America/New York
736,Buffalo,Erie County,NY,New York,City,42.88645,-78.87837,716,258071,110549,31918,104592941,31362925,America/New York
737,Cheektowaga,Erie County,NY,New York,Town,42.91002,-78.74182,716,87514,38912,48662,76228647,162756,America/New York
738,Cheektowaga (CDP),Erie County,NY,New York,CDP,42.90339,-78.75475,716,74967,33288,48508,65674395,146522,America/New York
739,Clarkstown,Rockland County,NY,New York,Town,41.13418,-73.96573,845,87210,29518,104050,99629324,22277644,America/New York
740,Clay,Onondaga County,NY,New York,Town,43.1787,-76.19211,315,59878,23497,64717,124210048,2334018,America/New York
741,Colonie (Town),Albany County,NY,New York,Town,42.74333,-73.7856,518,83661,31991,71658,144904719,4906368,America/New York
742,Greece,Monroe County,NY,New York,Town,43.25035,-77.70052,716,96796,39934,55061,123082340,10026963,America/New York
743,Greenburgh,Westchester County,NY,New York,Town,41.02928,-73.84285,914,92029,32764,115754,78500191,15034965,America/New York
744,Hamburg (Town),Erie County,NY,New York,Town,42.73911,-78.85713,716,58022,23895,62383,107025337,71731,America/New York
745,Hempstead,Nassau County,NY,New York,Village,40.70621,-73.61874,516,55547,15863,55417,9540863,12386,America/New York
746,Hempstead (Town),Nassau County,NY,New York,Town,40.63396,-73.6091,516,771018,241539,94999,307389025,189288363,America/New York
747,Huntington,Suffolk County,NY,New York,Town,40.88409,-73.37676,631,204398,69000,105451,243808665,111325968,America/New York
748,Irondequoit,Monroe County,NY,New York,Town,43.20981,-77.57206,716,50985,22203,54275,38824918,4747986,America/New York
749,Irondequoit (CDP),Monroe County,NY,New York,CDP,43.2134,-77.57972,716,51594,22203,54275,38824918,4747986,America/New York
750,Islip,Suffolk County,NY,New York,Town,40.71258,-73.19552,631,336113,101387,86864,268844871,153259682,America/New York
751,Levittown,Nassau County,NY,New York,CDP,40.72593,-73.51429,516,52485,16454,98810,17640421,64664,America/New York
752,Manhattan,New York County,NY,New York,Borough,40.72833,-73.99417,212,1644518,738644,47030,59100000,28000000,America/New York
753,Mount Vernon,Westchester County,NY,New York,City,40.9126,-73.83708,914,68628,24989,50952,11358864,44579,America/New York
754,New Rochelle,Westchester County,NY,New York,City,40.91149,-73.78235,914,79846,28279,70036,26807094,7472696,America/New York
755,New York City,Richmond County/Queens County/Kings County/New York County/Bronx County,NY,New York,City,40.66347,-73.9387,718,8550405,3113535,53373,780785193,431834008,America/New York
756,North Hempstead,Nassau County,NY,New York,Town,40.80336,-73.6784,516,230614,76523,104698,138598541,40538082,America/New York
757,Orangetown,Rockland County,NY,New York,Town,41.05369,-73.94809,845,50479,17922,92257,62323817,18826240,America/New York
758,Oyster Bay,Nassau County,NY,New York,Town,40.80049,-73.51056,516,298768,98509,112162,268689279,170041808,America/New York
759,Queens,Queens County,NY,New York,Borough,40.75,-73.86667,718,2339150,782664,42439,109000000,70000000,America/New York
760,Ramapo,Rockland County,NY,New York,Town,41.14077,-74.10498,845,135257,34566,66911,158352484,1803573,America/New York
761,Rochester,Monroe County,NY,New York,City,43.15478,-77.61556,716,209802,85741,30960,92678538,3546651,America/New York
762,Schenectady,Schenectady County,NY,New York,City,42.81424,-73.93957,518,65305,24087,40755,27951010,479428,America/New York
763,Smithtown,Suffolk County,NY,New York,Town,40.91922,-73.17912,631,118275,39425,112693,139096977,149547375,America/New York
764,Southampton (Town),Suffolk County,NY,New York,Town,40.84989,-72.46349,631,58254,21064,79799,360513778,400189747,America/New York
765,Staten Island,Richmond County,NY,New York,Borough,40.57628,-74.14484,718,474558,156341,55039,152000000,110000000,America/New York
766,Syracuse,Onondaga County,NY,New York,City,43.04812,-76.14742,315,144142,54781,31881,64867329,1463257,America/New York
767,The Bronx,Bronx County,NY,New York,Borough,40.83722,-73.88611,347,1455444,523690,34299,110000000,40000000,America/New York
768,Tonawanda (CDP),Erie County,NY,New York,CDP,43.02033,-78.88032,716,58204,25691,54345,44804907,3998029,America/New York
769,Tonawanda (Town),Erie County,NY,New York,Town,42.98337,-78.87567,716,72937,32723,53760,48523623,3998029,America/New York
770,Union,Broome County,NY,New York,Town,42.12662,-76.03324,607,54995,23992,45958,91859649,1436845,America/New York
771,Utica,Oneida County,NY,New York,City,43.1009,-75.23266,315,61100,23622,30504,43404629,662077,America/New York
772,White Plains,Westchester County,NY,New York,City,41.03399,-73.76291,914,58459,21877,80442,25298441,303058,America/New York
773,Yonkers,Westchester County,NY,New York,City,40.93121,-73.89875,914,201116,73073,59049,46651457,5916223,America/New York
774,Akron,Summit County,OH,Ohio,City,41.08144,-81.51901,330,197542,83684,34512,160659689,880527,America/New York
775,Beavercreek (Township),Greene County,OH,Ohio,Township,39.72765,-84.03425,937,53427,21060,85670,126434953,1187375,America/New York
776,Canton,Stark County,OH,Ohio,City,40.79895,-81.37845,330,71885,30220,29418,66843044,40504,America/New York
777,Cincinnati,Hamilton County,OH,Ohio,City,39.162,-84.45689,513,298550,133039,33604,200434440,4155432,America/New York
778,Cleveland,Cuyahoga County,OH,Ohio,City,41.4995,-81.69541,216,388072,167100,26150,201255242,12332080,America/New York
779,Colerain,Hamilton County,OH,Ohio,Township,39.25479,-84.62414,513,58838,22193,56299,110938846,901289,America/New York
780,Columbus,Delaware County/Franklin County/Fairfield County,OH,Ohio,City,39.98524,-82.98477,614,850106,334724,45659,565783587,15247719,America/New York
781,Dayton,Montgomery County,OH,Ohio,City,39.75895,-84.19161,937,140599,57316,27683,144197693,2208312,America/New York
782,Elyria,Lorain County,OH,Ohio,City,41.36838,-82.10765,440,53775,22551,40952,53279999,709543,America/New York
783,Green,Hamilton County,OH,Ohio,Township,39.16502,-84.64162,513,58697,22813,70092,73493158,863,America/New York
784,Hamilton,Butler County,OH,Ohio,City,39.3995,-84.56134,513,62407,23849,40427,55600338,1102113,America/New York
785,Kettering,Greene County/Montgomery County,OH,Ohio,City,39.69599,-84.15044,937,55525,25089,50608,48449409,102985,America/New York
786,Lakewood,Cuyahoga County,OH,Ohio,City,41.48199,-81.79819,216,50656,24534,45408,14335254,3002656,America/New York
787,Lorain,Lorain County,OH,Ohio,City,41.45282,-82.18237,440,63647,25218,35042,61313519,1228516,America/New York
788,Miami,Montgomery County,OH,Ohio,Township,39.62657,-84.26395,937,50644,21873,51252,87744857,1036343,America/New York
789,Parma,Cuyahoga County,OH,Ohio,City,41.40477,-81.72291,440,79937,33393,50440,51865151,127544,America/New York
790,Plain,Stark County,OH,Ohio,Township,40.8686,-81.36892,330,52710,21793,53010,70706745,423066,America/New York
791,Springfield,Clark County,OH,Ohio,City,39.92423,-83.80882,937,59680,24558,32066,66171383,520462,America/New York
792,Toledo,Lucas County,OH,Ohio,City,41.66394,-83.55521,419,279789,117531,33687,209065315,8887951,America/New York
793,Washington,Montgomery County,OH,Ohio,Township,39.62596,-84.1613,937,56589,24453,69520,80748733,225114,America/New York
794,West Chester,Butler County,OH,Ohio,Township,39.34021,-84.41716,513,63077,22537,79252,91872095,48577,America/New York
795,Youngstown,Trumbull County/Mahoning County,OH,Ohio,City,41.0991,-80.6459,330,64628,26731,24133,87970293,1644959,America/New York
796,Broken Arrow,Wagoner County/Tulsa County,OK,Oklahoma,City,36.03653,-95.781,918,106563,37246,67131,159889421,1579677,America/Chicago
797,Edmond,Oklahoma County,OK,Oklahoma,City,35.65283,-97.4781,405,90092,32601,71974,219359713,8188424,America/Chicago
798,Enid,Garfield County,OK,Oklahoma,City,36.39559,-97.87839,580,51776,19531,46365,191541092,214073,America/Chicago
799,Lawton,Comanche County,OK,Oklahoma,City,34.60869,-98.39033,580,96655,33255,42493,209876261,0,America/Chicago
800,Midwest City,Oklahoma County,OK,Oklahoma,City,35.44951,-97.3967,405,57249,23206,44578,63203155,36659,America/Chicago
801,Moore,Cleveland County,OK,Oklahoma,City,35.33951,-97.4867,405,60451,21759,58169,56539676,845234,America/Chicago
802,Norman,Cleveland County,OK,Oklahoma,City,35.22257,-97.43948,405,120284,44911,51491,463011592,27576719,America/Chicago
803,Oklahoma City,Canadian County/Pottawatomie County/Oklahoma County/Cleveland County,OK,Oklahoma,City,35.46708,-97.51366,405,631346,232254,47779,1570317627,37245501,America/Chicago
804,Tulsa,Rogers County/Wagoner County/Osage County/Tulsa County,OK,Oklahoma,City,36.12795,-95.90232,918,403505,164471,42284,509834953,10955689,America/Chicago
805,Albany,Benton County/Linn County,OR,Oregon,City,44.62693,-123.09674,541,52175,19729,47150,45420998,545915,America/Los Angeles
806,Aloha,Washington County,OR,Oregon,CDP,45.49428,-122.86705,503,52902,17144,65765,19062307,0,America/Los Angeles
807,Beaverton,Washington County,OR,Oregon,City,45.48706,-122.80371,503,96577,37238,56882,50563936,0,America/Los Angeles
808,Bend,Deschutes County,OR,Oregon,City,44.05817,-121.31531,541,87014,33396,52989,85483185,660862,America/Los Angeles
809,Corvallis,Benton County,OR,Oregon,City,44.56457,-123.26204,541,55780,21588,42488,36886730,330544,America/Los Angeles
810,Eugene,Lane County,OR,Oregon,City,44.05207,-123.08675,541,163460,66093,43101,114273476,58974,America/Los Angeles
811,Gresham,Multnomah County,OR,Oregon,City,45.49818,-122.43148,503,110553,38773,46956,60342997,532750,America/Los Angeles
812,Hillsboro,Washington County,OR,Oregon,City,45.52289,-122.98983,503,102347,35284,67757,64707200,31207,America/Los Angeles
813,Medford,Jackson County,OR,Oregon,City,42.32652,-122.87559,541,79805,29751,41931,66723120,16210,America/Los Angeles
814,Portland,Clackamas County/Multnomah County/Washington County,OR,Oregon,City,45.53695,-122.64997,503,632309,254167,55003,345657944,30147582,America/Los Angeles
815,Salem,Marion County/Polk County,OR,Oregon,City,44.92371,-123.02319,503,164549,57729,47191,125786966,1433926,America/Los Angeles
816,Springfield,Lane County,OR,Oregon,City,44.04624,-123.02203,541,60870,24002,39729,40881564,29713,America/Los Angeles
817,Tigard,Washington County,OR,Oregon,City,45.43123,-122.77149,503,51253,19897,62048,33019594,10496,America/Los Angeles
818,Abington,Montgomery County,PA,Pennsylvania,Township,40.11242,-75.11564,445,55590,20911,77014,40200007,613,America/New York
819,Allentown,Lehigh County,PA,Pennsylvania,City,40.60843,-75.49018,610,120207,41244,36930,45448161,1238395,America/New York
820,Bensalem,Bucks County,PA,Pennsylvania,Township,40.10622,-74.94364,445,60374,23677,60147,51372224,2834246,America/New York
821,Bethlehem,Lehigh County/Northampton County,PA,Pennsylvania,City,40.62642,-75.3679,610,74892,29144,47291,49473428,906820,America/New York
822,Bristol (Township),Bucks County,PA,Pennsylvania,Township,40.12364,-74.86738,445,54086,19619,57678,41150883,3169234,America/New York
823,Erie,Erie County,PA,Pennsylvania,City,42.12922,-80.08506,814,99475,41131,34253,49558861,404131,America/New York
824,Lancaster,Lancaster County,PA,Pennsylvania,City,40.03788,-76.30551,717,59339,21356,35313,18718450,330105,America/New York
825,Levittown,Bucks County,PA,Pennsylvania,CDP,40.15511,-74.82877,445,51326,18095,69878,26311722,253129,America/New York
826,Lower Merion,Montgomery County,PA,Pennsylvania,Township,40.02991,-75.27897,610,58177,22476,118704,61309307,415713,America/New York
827,Millcreek,Erie County,PA,Pennsylvania,Township,42.08594,-80.1199,814,54003,22351,56099,83073688,1861216,America/New York
828,Philadelphia,Philadelphia County,PA,Pennsylvania,City,39.95234,-75.16379,445,1567442,581050,38253,347519465,22089787,America/New York
829,Pittsburgh,Allegheny County,PA,Pennsylvania,City,40.44062,-79.99589,412,304391,132468,40715,143423857,7692318,America/New York
830,Reading,Berks County,PA,Pennsylvania,City,40.33565,-75.92687,610,87879,30090,26784,25567073,668285,America/New York
831,Scranton,Lackawanna County,PA,Pennsylvania,City,41.40897,-75.66241,570,77118,28946,37218,65550826,592027,America/New York
832,Upper Darby,Delaware County,PA,Pennsylvania,Township,39.94901,-75.28912,610,82878,30226,49783,20267658,0,America/New York
833,Cranston,Providence County,RI,Rhode Island,City,41.77982,-71.43728,401,81073,30208,59701,73400872,4145372,America/New York
834,Pawtucket,Providence County,RI,Rhode Island,City,41.87871,-71.38256,401,71591,27979,41789,22553277,780043,America/New York
835,Providence,Providence County,RI,Rhode Island,City,41.82399,-71.41283,401,179207,61481,37501,47655935,5618032,America/New York
836,Warwick,Kent County,RI,Rhode Island,City,41.7001,-71.41617,401,81699,34891,66044,90752667,38210709,America/New York
837,Charleston,Berkeley County/Charleston County,SC,South Carolina,City,32.81793,-79.95896,843,132609,52450,55546,282372739,47927393,America/New York
838,Columbia,Lexington County/Richland County,SC,South Carolina,City,34.0291,-80.89804,803,133803,44506,41260,345805347,6998722,America/New York
839,Greenville,Greenville County,SC,South Carolina,City,34.85262,-82.39401,864,64579,26636,41924,74913028,364965,America/New York
840,Mount Pleasant,Charleston County,SC,South Carolina,Town,32.79407,-79.86259,843,81317,30007,77638,116880751,19480791,America/New York
841,North Charleston,Dorchester County/Berkeley County/Charleston County,SC,South Carolina,City,32.91782,-80.06503,843,108304,37597,39543,190807625,8969264,America/New York
842,Rock Hill,York County,SC,South Carolina,City,34.92487,-81.02508,803,71548,27431,40396,96621121,454658,America/New York
843,Rapid City,Pennington County,SD,South Dakota,City,44.08054,-103.23101,605,73569,28721,46966,141011704,204525,America/Denver
844,Sioux Falls,Minnehaha County/Lincoln County,SD,South Dakota,City,43.53834,-96.732,605,171544,65538,52494,195275757,1354349,America/Chicago
845,Bartlett,Shelby County,TN,Tennessee,City,35.20453,-89.87398,901,58579,19881,81158,83594708,46919,America/Chicago
846,Chattanooga,Hamilton County,TN,Tennessee,City,35.04563,-85.30968,423,176588,70228,40177,370573763,19930234,America/New York
847,Clarksville,Montgomery County,TN,Tennessee,City,36.52977,-87.35945,931,149176,51776,46947,254527982,1754875,America/Chicago
848,Franklin,Williamson County,TN,Tennessee,City,35.92506,-86.86889,615,72639,26228,85671,107592083,557640,America/Chicago
849,Hendersonville,Sumner County,TN,Tennessee,City,36.30477,-86.62,615,56018,20898,61786,81370717,14475269,America/Chicago
850,Jackson,Madison County,TN,Tennessee,City,35.61452,-88.81395,731,66975,25128,38153,151387241,29674,America/Chicago
851,Johnson City,Carter County/Washington County/Sullivan County,TN,Tennessee,City,36.34233,-82.38091,423,66027,27714,39566,111347142,807175,America/New York
852,Kingsport,Hawkins County/Sullivan County,TN,Tennessee,City,36.51989,-82.54464,423,53014,23615,37465,138489909,2412161,America/New York
853,Knoxville,Knox County,TN,Tennessee,City,35.96064,-83.92074,865,185291,81073,34226,255161763,14631856,America/New York
854,Memphis,Shelby County,TN,Tennessee,City,35.14953,-90.04898,901,655770,249775,36445,822013083,23171205,America/Chicago
855,Murfreesboro,Rutherford County,TN,Tennessee,City,35.84562,-86.39027,615,126118,44518,51094,144718226,387261,America/Chicago
856,Nashville,Davidson County,TN,Tennessee,Metropolitan Government,36.16913,-86.78479,615,678889,248677,41759,1304953365,56649279,America/Chicago
857,Abilene,Jones County/Taylor County,TX,Texas,City,32.45451,-99.73815,325,121721,42348,43189,276322592,14012163,America/Chicago
858,Allen,Collin County,TX,Texas,City,33.10317,-96.67055,972,98143,30015,103051,68346288,250894,America/Chicago
859,Amarillo,Randall County/Potter County,TX,Texas,City,35.19988,-101.8302,806,198645,74769,47735,262507124,4049009,America/Chicago
860,Arlington,Tarrant County,TX,Texas,City,32.73569,-97.10807,682,388125,133808,53326,248200304,9682817,America/Chicago
861,Atascocita,Harris County,TX,Texas,CDP,29.99883,-95.1766,832,69470,21812,84982,62552086,449664,America/Chicago
862,Austin,Hays County/Williamson County/Travis County,TX,Texas,City,30.30394,-97.75436,512,931830,351195,57689,809976356,17536404,America/Chicago
863,Baytown,Harris County/Chambers County,TX,Texas,City,29.75937,-94.96296,832,76335,25793,48103,99850842,2845132,America/Chicago
864,Beaumont,Jefferson County,TX,Texas,City,30.08605,-94.10185,409,118129,46193,40992,212750142,7553306,America/Chicago
865,Brownsville,Cameron County,TX,Texas,City,25.90175,-97.49748,956,183887,51563,32894,343092656,35763836,America/Chicago
866,Bryan,Brazos County,TX,Texas,City,30.67436,-96.36996,979,82118,28924,40312,117924231,245808,America/Chicago
867,Carrollton,Collin County/Denton County/Dallas County,TX,Texas,City,32.98836,-96.89977,972,133168,45263,69368,93959417,2048329,America/Chicago
868,Cedar Park,Williamson County/Travis County,TX,Texas,City,30.51457,-97.81922,512,65945,19891,82311,61485371,484079,America/Chicago
869,College Station,Brazos County,TX,Texas,City,30.62798,-96.33441,979,107889,36175,34186,132070745,369349,America/Chicago
870,Conroe,Montgomery County,TX,Texas,City,30.31188,-95.45605,936,68602,22350,47680,180291813,1856257,America/Chicago
871,Corpus Christi,Aransas County/Kleberg County/Nueces County/San Patricio County,TX,Texas,City,27.75425,-97.17339,361,324074,114817,50658,452109961,852118618,America/Chicago
872,Dallas,Rockwall County/Kaufman County/Collin County/Denton County/Dallas County,TX,Texas,City,32.79333,-96.76651,972,1300092,477249,43781,882933616,113644009,America/Chicago
873,Denton,Denton County,TX,Texas,City,33.21484,-97.13307,940,131044,43745,49100,241927463,4345974,America/Chicago
874,DeSoto,Dallas County,TX,Texas,City,32.58986,-96.85695,972,52486,18907,59260,56029492,86404,America/Chicago
875,Edinburg,Hidalgo County,TX,Texas,City,26.30174,-98.16334,956,84497,23953,43346,103800716,149098,America/Chicago
876,El Paso,El Paso County,TX,Texas,City,31.75872,-106.48693,915,681124,220682,42772,665041415,2247591,America/Denver
877,Euless,Tarrant County,TX,Texas,City,32.83707,-97.08195,682,54219,21119,54974,41878653,202552,America/Chicago
878,Flower Mound,Tarrant County/Denton County,TX,Texas,Town,33.0379,-97.11287,972,71253,22231,122999,108528438,6523120,America/Chicago
879,Fort Worth,Parker County/Johnson County/Tarrant County/Wise County/Denton County,TX,Texas,City,32.78152,-97.34675,682,833319,273457,53214,888054781,21556246,America/Chicago
880,Frisco,Collin County/Denton County,TX,Texas,City,33.15543,-96.8226,972,154407,45452,114098,175272056,1449212,America/Chicago
881,Galveston,Galveston County,TX,Texas,City,29.30139,-94.79778,409,50180,20320,39098,106576926,435622677,America/Chicago
882,Garland,Rockwall County/Collin County/Dallas County,TX,Texas,City,32.90983,-96.63033,972,236897,74912,51970,147728408,324680,America/Chicago
883,Georgetown,Williamson County,TX,Texas,City,30.63269,-97.67723,512,63716,22665,63041,134870286,5860683,America/Chicago
884,Grand Prairie,Tarrant County/Ellis County/Dallas County,TX,Texas,City,32.68695,-97.0211,972,187809,59196,56475,187154949,23055080,America/Chicago
885,Grapevine,Tarrant County/Denton County/Dallas County,TX,Texas,City,32.93411,-97.07653,682,51404,19366,79083,82810401,9379429,America/Chicago
886,Harlingen,Cameron County,TX,Texas,City,26.19063,-97.6961,956,65774,20599,34466,103676438,1281515,America/Chicago
887,Houston,Fort Bend County/Harris County/Montgomery County,TX,Texas,City,29.78664,-95.3909,832,2296224,814599,46187,1651228436,73316071,America/Chicago
888,Irving,Dallas County,TX,Texas,City,32.81402,-96.94889,972,236607,83649,52154,173638538,2582657,America/Chicago
889,Killeen,Bell County,TX,Texas,City,31.11712,-97.7278,254,140806,46952,47763,138670219,1727829,America/Chicago
890,Laredo,Webb County,TX,Texas,City,27.50641,-99.50754,956,255473,66308,39711,261900969,3788915,America/Chicago
891,League City,Galveston County/Harris County,TX,Texas,City,29.49006,-95.10909,832,98312,32840,93675,132558943,4426819,America/Chicago
892,Lewisville,Denton County/Dallas County,TX,Texas,City,33.04655,-96.98183,972,104039,38430,57267,94986734,15721445,America/Chicago
893,Longview,Harrison County/Gregg County,TX,Texas,City,32.51934,-94.76459,903,82287,30577,44544,144240687,262863,America/Chicago
894,Lubbock,Lubbock County,TX,Texas,City,33.57786,-101.85517,806,249042,90433,44648,322793416,2955879,America/Chicago
895,Mansfield,Johnson County/Tarrant County/Ellis County,TX,Texas,City,32.56919,-97.12053,682,64274,20336,90089,94883095,113126,America/Chicago
896,McAllen,Hidalgo County,TX,Texas,City,26.20341,-98.23001,956,140269,42225,44254,151143159,1038050,America/Chicago
897,McKinney,Collin County,TX,Texas,City,33.19762,-96.61527,972,162898,50455,81459,163107658,1741187,America/Chicago
898,Mesquite,Kaufman County/Dallas County,TX,Texas,City,32.76288,-96.58877,972,144788,47795,49604,122320600,479994,America/Chicago
899,Midland,Martin County/Midland County,TX,Texas,City,32.02464,-102.11347,432,132950,43214,69173,192622240,460027,America/Chicago
900,Mission,Hidalgo County,TX,Texas,City,26.21591,-98.32529,956,83298,24070,41818,92048427,177028,America/Chicago
901,Missouri City,Fort Bend County/Harris County,TX,Texas,City,29.56294,-95.536,832,74139,23231,87955,74668457,3571457,America/Chicago
902,New Braunfels,Comal County/Guadalupe County,TX,Texas,City,29.69931,-98.11513,830,70543,22361,59721,116574111,1011140,America/Chicago
